security_name,datetime,open,high,low,close,volume,buy_sell_signal
BTCUSDT,2024-10-08 05:30:00,62224.01,63200.0,61860.31,62160.49,19702.22371,1
BTCUSDT,2024-10-09 05:30:00,62160.5,62543.75,60301.0,60636.02,20011.15684,1
BTCUSDT,2024-10-10 05:30:00,60636.01,61321.68,58946.0,60326.39,23967.92481,1
BTCUSDT,2024-10-11 05:30:00,60326.4,63417.56,60087.64,62540.0,23641.35209,1
BTCUSDT,2024-10-12 05:30:00,62539.99,63480.0,62487.23,63206.22,10911.30116,1
BTCUSDT,2024-10-13 05:30:00,63206.23,63285.72,62050.0,62870.02,11909.21995,1
BTCUSDT,2024-10-14 05:30:00,62870.02,66500.0,62457.81,66083.99,37669.95222,1
BTCUSDT,2024-10-15 05:30:00,66084.0,67950.0,64800.01,67074.14,43683.95423,1
BTCUSDT,2024-10-16 05:30:00,67074.14,68424.0,66750.49,67620.01,29938.25544,1
BTCUSDT,2024-10-17 05:30:00,67620.0,67939.4,66666.0,67421.78,25328.22861,1
BTCUSDT,2024-10-18 05:30:00,67421.78,69000.0,67192.36,68428.0,28725.635,1
BTCUSDT,2024-10-19 05:30:00,68427.99,68693.26,68010.0,68378.0,8193.66737,1
BTCUSDT,2024-10-20 05:30:00,68377.99,69400.0,68100.0,69031.99,12442.47378,1
BTCUSDT,2024-10-21 05:30:00,69032.0,69519.52,66840.67,67377.5,31374.42184,1
BTCUSDT,2024-10-22 05:30:00,67377.5,67836.01,66571.42,67426.0,24598.96268,1
BTCUSDT,2024-10-23 05:30:00,67426.01,67472.83,65260.0,66668.65,25530.2407,1
BTCUSDT,2024-10-24 05:30:00,66668.65,68850.0,66510.0,68198.28,22589.83877,1
BTCUSDT,2024-10-25 05:30:00,68198.27,68771.49,65596.29,66698.33,34479.71125,1
BTCUSDT,2024-10-26 05:30:00,66698.32,67454.55,66439.9,67092.76,11842.9077,1
BTCUSDT,2024-10-27 05:30:00,67092.76,68332.05,66913.73,68021.7,8653.19592,1
BTCUSDT,2024-10-28 05:30:00,68021.69,70270.0,67618.0,69962.21,29046.75459,1
BTCUSDT,2024-10-29 05:30:00,69962.21,73620.12,69760.0,72736.42,50128.60594,1
BTCUSDT,2024-10-30 05:30:00,72736.41,72961.0,71436.0,72344.74,26885.99056,1
BTCUSDT,2024-10-31 05:30:00,72344.75,72700.0,69685.76,70292.01,29352.10297,1
BTCUSDT,2024-11-01 05:30:00,70292.01,71632.95,68820.14,69496.01,38301.86755,1
BTCUSDT,2024-11-02 05:30:00,69496.0,69914.37,69000.14,69374.74,10521.67243,1
BTCUSDT,2024-11-03 05:30:00,69374.74,69391.0,67478.73,68775.99,24995.70243,1
BTCUSDT,2024-11-04 05:30:00,68775.99,69500.0,66835.0,67850.01,29800.39187,1
BTCUSDT,2024-11-05 05:30:00,67850.01,70577.91,67476.63,69372.01,33355.06888,1
BTCUSDT,2024-11-06 05:30:00,69372.01,76400.0,69298.0,75571.99,104126.994787,1
BTCUSDT,2024-11-07 05:30:00,75571.99,76849.99,74416.0,75857.89,44869.422345,1
BTCUSDT,2024-11-08 05:30:00,75857.89,77199.99,75555.0,76509.78,36521.099583,1
BTCUSDT,2024-11-09 05:30:00,76509.78,76900.0,75714.66,76677.46,16942.07915,1
BTCUSDT,2024-11-10 05:30:00,76677.46,81500.0,76492.0,80370.01,61830.100435,1
BTCUSDT,2024-11-11 05:30:00,80370.01,89530.54,80216.01,88647.99,82323.665776,1
BTCUSDT,2024-11-12 05:30:00,88648.0,89940.0,85072.0,87952.01,97299.887911,1
BTCUSDT,2024-11-13 05:30:00,87952.0,93265.64,86127.99,90375.2,86763.854127,1
BTCUSDT,2024-11-14 05:30:00,90375.21,91790.0,86668.21,87325.59,56729.51086,1
BTCUSDT,2024-11-15 05:30:00,87325.59,91850.0,87073.38,91032.07,47927.95068,1
BTCUSDT,2024-11-16 05:30:00,91032.08,91779.66,90056.17,90586.92,22717.87689,1
BTCUSDT,2024-11-17 05:30:00,90587.98,91449.99,88722.0,89855.99,23867.55609,1
BTCUSDT,2024-11-18 05:30:00,89855.98,92594.0,89376.9,90464.08,46545.03448,1
BTCUSDT,2024-11-19 05:30:00,90464.07,93905.51,90357.0,92310.79,43660.04682,1
BTCUSDT,2024-11-20 05:30:00,92310.8,94831.97,91500.0,94286.56,42203.198712,1
BTCUSDT,2024-11-21 05:30:00,94286.56,98988.0,94040.0,98317.12,69228.360477,1
BTCUSDT,2024-11-22 05:30:00,98317.12,99588.01,97122.11,98892.0,46189.309243,1
BTCUSDT,2024-11-23 05:30:00,98892.0,98908.85,97136.0,97672.4,24757.84367,1
BTCUSDT,2024-11-24 05:30:00,97672.4,98564.0,95734.77,97900.04,31200.97838,1
BTCUSDT,2024-11-25 05:30:00,97900.05,98871.8,92600.19,93010.01,50847.45096,1
BTCUSDT,2024-11-26 05:30:00,93010.01,94973.37,90791.1,91965.16,57858.73138,1
BTCUSDT,2024-11-27 05:30:00,91965.16,97208.21,91792.14,95863.11,41153.42734,1
BTCUSDT,2024-11-28 05:30:00,95863.11,96564.0,94640.0,95643.98,28814.54357,1
BTCUSDT,2024-11-29 05:30:00,95643.99,98619.99,95364.99,97460.0,27701.78231,1
BTCUSDT,2024-11-30 05:30:00,97460.0,97463.95,96092.01,96407.99,14503.83306,1
BTCUSDT,2024-12-01 05:30:00,96407.99,97836.0,95693.88,97185.18,16938.60452,1
BTCUSDT,2024-12-02 05:30:00,97185.17,98130.0,94395.0,95840.62,37958.66981,1
BTCUSDT,2024-12-03 05:30:00,95840.61,96305.52,93578.17,95849.69,35827.32283,1
BTCUSDT,2024-12-04 05:30:00,95849.69,99000.0,94587.83,98587.32,43850.53728,1
BTCUSDT,2024-12-05 05:30:00,98587.32,104088.0,90500.0,96945.63,109921.729662,1
BTCUSDT,2024-12-06 05:30:00,96945.63,101898.99,95981.72,99740.84,45049.5331,1
BTCUSDT,2024-12-07 05:30:00,99740.84,100439.18,98844.0,99831.99,14931.9459,1
BTCUSDT,2024-12-08 05:30:00,99831.99,101351.0,98657.7,101109.59,14612.99688,1
BTCUSDT,2024-12-09 05:30:00,101109.6,101215.93,94150.05,97276.47,53949.11595,1
BTCUSDT,2024-12-10 05:30:00,97276.48,98270.0,94256.54,96593.0,51708.68933,1
BTCUSDT,2024-12-11 05:30:00,96593.0,101888.0,95658.24,101125.0,37753.78291,1
BTCUSDT,2024-12-12 05:30:00,101125.0,102540.0,99311.64,100004.29,29232.08745,1
BTCUSDT,2024-12-13 05:30:00,100004.29,101895.26,99205.0,101424.25,21904.03923,1
BTCUSDT,2024-12-14 05:30:00,101424.24,102650.0,100609.41,101420.0,14191.70326,1
BTCUSDT,2024-12-15 05:30:00,101420.0,105250.0,101237.14,104463.99,22228.921775,1
BTCUSDT,2024-12-16 05:30:00,104463.99,107793.07,103333.0,106058.66,41302.40274,1
BTCUSDT,2024-12-17 05:30:00,106058.65,108353.0,105321.49,106133.74,29064.936466,1
BTCUSDT,2024-12-18 05:30:00,106133.74,106524.98,100000.0,100204.01,50307.99755,1
BTCUSDT,2024-12-19 05:30:00,100204.01,102800.11,95700.0,97461.86,55147.398,1
BTCUSDT,2024-12-20 05:30:00,97461.86,98233.0,92232.54,97805.44,62884.1357,1
BTCUSDT,2024-12-21 05:30:00,97805.44,99540.61,96398.39,97291.99,23483.54143,1
BTCUSDT,2024-12-22 05:30:00,97292.0,97448.08,94250.35,95186.27,19353.83036,1
BTCUSDT,2024-12-23 05:30:00,95186.28,96538.92,92520.0,94881.47,32810.76703,1
BTCUSDT,2024-12-24 05:30:00,94881.47,99487.99,93569.02,98663.58,23674.22488,1
BTCUSDT,2024-12-25 05:30:00,98663.58,99569.15,97632.02,99429.6,14474.1651,1
BTCUSDT,2024-12-26 05:30:00,99429.61,99963.7,95199.14,95791.6,21192.36727,1
BTCUSDT,2024-12-27 05:30:00,95791.6,97544.58,93500.01,94299.03,26501.26429,1
BTCUSDT,2024-12-28 05:30:00,94299.03,95733.99,94135.66,95300.0,8385.8929,1
BTCUSDT,2024-12-29 05:30:00,95300.0,95340.0,93009.52,93738.2,13576.00578,-1
BTCUSDT,2024-12-30 05:30:00,93738.19,95024.5,91530.45,92792.05,27619.4225,-1
BTCUSDT,2024-12-31 05:30:00,92792.05,96250.0,92033.73,93576.0,19612.03389,-1
